rent_price,m2,Deposit,Type_of_building,room_number,Building_material,Year_of_construction,floor,windows,Number_of_floors,Heating,media,security,link_2,Additional_information,Equipment,location,latitude,longitude
2200.0,38.0,,blok,2.0,,2019.0,2.0,plastikowe,4.0,miejskie,"telewizja kablowa, internet",monitoring / ochrona,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-i-osiedle-w-dobrym-stylu-garaz-ID48f2U,"balkon, winda",meble,"Warszawa, Ochota",,
3500.0,89.0,,apartamentowiec,4.0,,1990.0,1.0,,4.0,miejskie,"internet, telefon",,https://www.otodom.pl/pl/oferta/mieszkanie-czteropokojowe-na-ursynowie-ID48ej0,"balkon, ogródek, winda","lodówka, kuchenka, pralka","Warszawa, Ursynów, Xawerego Dunikowskiego",,
2250.0,44.09,,apartamentowiec,2.0,cegła,2019.0,6.0,plastikowe,6.0,miejskie,"telewizja kablowa, internet",monitoring / ochrona,https://www.otodom.pl/pl/oferta/nowe-2-pokoje-bemowo-ID48egR,"balkon, garaż/miejsce parkingowe, winda",meble,"Warszawa, Bemowo, Górce, gen. Tadeusza Pełczyńskiego",,
5800.0,65.0,,kamienica,2.0,cegła,1912.0,2.0,plastikowe,5.0,,,,https://www.otodom.pl/pl/oferta/stylowe-mieszkanie-przy-ulicy-marszalkowskiej-ID48dQ5,balkon,meble,"Warszawa, Śródmieście",,
1750.0,35.0,,,1.0,,,2.0,,,,,,https://www.otodom.pl/pl/oferta/36m2-w-super-lokalizacji-ID483zn,oddzielna kuchnia,meble,"Warszawa, Śródmieście, Dzielna",,
3800.0,63.0,3800.0,blok,2.0,,1906.0,3.0,,4.0,,,"drzwi / okna antywłamaniowe, domofon / wideofon",https://www.otodom.pl/pl/oferta/2-pokoje-metro-swietokrzyska-ID48dKv,oddzielna kuchnia,,"Warszawa, Śródmieście",,
3600.0,57.0,,apartamentowiec,2.0,cegła,2010.0,2.0,,14.0,miejskie,,monitoring / ochrona,https://www.otodom.pl/pl/oferta/2-pok-57m2-srodmiescie-ID48dHq,"balkon, garaż/miejsce parkingowe, winda",,"Warszawa, Śródmieście",,
13500.0,150.0,,,3.0,,2007.0,,,22.0,,,,https://www.otodom.pl/pl/oferta/luksusowy-apartament-w-platinum-towers-ID460c4,,,"Warszawa, Śródmieście",,
21500.0,240.0,,,5.0,,2009.0,,,10.0,,,,https://www.otodom.pl/pl/oferta/luksusowy-apartament-na-wynajem-ID45Se5,,,"Warszawa, Śródmieście",,
14500.0,160.0,,,4.0,,2010.0,,,14.0,,,,https://www.otodom.pl/pl/oferta/luksusowy-apartament-na-ul-grzybowskiej-ID45WEx,,,"Warszawa, Śródmieście",,
5000.0,80.0,,kamienica,3.0,,1926.0,4.0,drewniane,6.0,,,monitoring / ochrona,https://www.otodom.pl/pl/oferta/mieszkanie-warszawa-srodmiescie-ID48cxM,"balkon, winda",meble,"Warszawa, Śródmieście, Okólnik",,
11000.0,160.0,,apartamentowiec,4.0,,,,,,,,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/spacious-apartment-in-powisle-patria-compound-ID48bLg,"klimatyzacja, balkon, garaż/miejsce parkingowe, winda, taras, pom. użytkowe","zmywarka, lodówka, piekarnik, kuchenka, pralka","Warszawa, Śródmieście, Powiśle, ul. Leona Kruczkowskiego 6",,
6000.0,97.0,,,3.0,cegła,1953.0,3.0,,3.0,miejskie,"telewizja kablowa, internet",,https://www.otodom.pl/pl/oferta/wyjatkowe-mieszkanie-przy-nowym-swiecie-ID48b3R,piwnica,,"Warszawa, Śródmieście, Nowy Świat",,
2790.0,48.0,,blok,3.0,,,6.0,,10.0,,,,https://www.otodom.pl/pl/oferta/3-nowe-pokoje-na-ul-wspolnej-ID47Knt,"winda, oddzielna kuchnia",meble,"Warszawa, Śródmieście",,
2600.0,37.0,,apartamentowiec,1.0,inne,1950.0,3.0,drewniane,3.0,miejskie,,domofon / wideofon,https://www.otodom.pl/pl/oferta/przytulna-kawalerka-w-poblizu-ul-woloskiej-ID48aux,,meble,"Warszawa, Mokotów, ul. Jarosława Dąbrowskiego",,
5900.0,107.0,,apartamentowiec,3.0,,1990.0,7.0,plastikowe,7.0,,internet,,https://www.otodom.pl/pl/oferta/mieszkanie-107-m-warszawa-ID48abV,"garaż/miejsce parkingowe, winda",,"Warszawa, Centrum",,
7100.0,73.0,,apartamentowiec,3.0,,2010.0,,aluminiowe,22.0,miejskie,"telewizja kablowa, internet, telefon",monitoring / ochrona,https://www.otodom.pl/pl/oferta/platinum-towers-widok-na-panorame-warszawy-ID48a7r,"garaż/miejsce parkingowe, winda",meble,"Warszawa, Wola, Grzybowska",,
5800.0,90.0,,,3.0,,,4.0,,,,,"domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/grzybowska-street-2-bedroom-apartment-ID47OcV,balkon,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Śródmieście",,
11500.0,134.0,,,4.0,,,,,,,,,https://www.otodom.pl/pl/oferta/luksusowy-apartament-najlepszy-adres-grzybowska-ID3zDVj,,,"Warszawa, Wola",,
5500.0,70.0,,,3.0,,,,,,,"telewizja kablowa, internet",teren zamknięty,https://www.otodom.pl/pl/oferta/designerskie-calkiem-nowe-przytulne-metro-ID42tR2,"balkon, garaż/miejsce parkingowe, taras","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Mokotów",,
7000.0,70.0,,apartamentowiec,2.0,,,1.0,,,,"telewizja kablowa, internet","system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe",https://www.otodom.pl/pl/oferta/wyjatkowy-apartament-na-ulicy-parkowej-ID42KCJ,"klimatyzacja, balkon, garaż/miejsce parkingowe, winda","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Mokotów, ul. Parkowa",,
14000.0,140.0,,,5.0,,,4.0,,,,"telewizja kablowa, internet, telefon","teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/penthouse-powisle-ID45OYU,"klimatyzacja, piwnica, garaż/miejsce parkingowe, taras","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Śródmieście",,
11900.0,78.0,,blok,2.0,,,,plastikowe,44.0,,,"system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/prestizowy-apartament-na-24-pietrze-z-widokiem-ID488XE,"klimatyzacja, garaż/miejsce parkingowe, winda",meble,"Warszawa, Śródmieście, Twarda",,
2400.0,45.0,3000.0,apartamentowiec,2.0,cegła,2015.0,,drewniane,11.0,miejskie,internet,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/nowoczesne-i-ciche-z-pieknym-widokiem-na-woli-ID3rJSv,"balkon, garaż/miejsce parkingowe, winda","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","ul. Juliusza Ordona, Warszawa, mazowieckie",,
1600.0,28.0,1600.0,blok,1.0,cegła,1960.0,3.0,plastikowe,3.0,miejskie,,domofon / wideofon,https://www.otodom.pl/pl/oferta/kawalerka-warszawa-wola-ul-ciolka-ID4bXjr,oddzielna kuchnia,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Wola, ul. Erazma Ciołka",,
2200.0,50.0,2200.0,blok,3.0,cegła,2002.0,1.0,drewniane,,miejskie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/mieszkanie-50m2-blisko-stacji-metra-ursynow-garaz-ID4drA7,"balkon, piwnica, garaż/miejsce parkingowe, winda, oddzielna kuchnia","lodówka, meble, kuchenka, pralka","Warszawa, Ursynów, Al Komisji Edukacji Narodowej 96",,
3550.0,72.0,3550.0,kamienica,3.0,,,4.0,,6.0,,,,https://www.otodom.pl/pl/oferta/bez-prowizji-3-pok-z-antresola-wilcza-centrum-ID487U3,balkon,"zmywarka, meble, pralka","Warszawa, Śródmieście, Wilcza",,
3600.0,62.0,,apartamentowiec,2.0,,2009.0,1.0,,3.0,miejskie,"telewizja kablowa, internet, telefon",monitoring / ochrona,https://www.otodom.pl/pl/oferta/luksusowe-mieszkanie-na-mokotowie-ID485tg,"balkon, garaż/miejsce parkingowe, ogródek, winda, taras","zmywarka, lodówka, meble, kuchenka, pralka","Warszawa, Mokotów, Sielce, Jazgarzewska",,
4000.0,37.0,,,2.0,,,,,4.0,,,,https://www.otodom.pl/pl/oferta/luksusowe-mieszkanie-w-centrum-warszawy-ID472yP,,,"Warszawa, Śródmieście",,
2500.0,49.0,,apartamentowiec,2.0,cegła,2018.0,5.0,,5.0,miejskie,,monitoring / ochrona,https://www.otodom.pl/pl/oferta/nowy-ekskluzywny-apartament-taras-14m-klimatyzacja-ID485jw,"garaż/miejsce parkingowe, winda",meble,"Warszawa, Włochy, Przerwana",,
5000.0,51.0,,kamienica,2.0,cegła,1913.0,6.0,drewniane,6.0,miejskie,,"teren zamknięty, domofon / wideofon",https://www.otodom.pl/pl/oferta/nowoczesny-apartament-w-odrestaurowanej-kamienicy-ID484Cn,winda,"lodówka, meble, pralka","Warszawa, Śródmieście, Śródmieście Północne, Stanisława Noakowskiego",,
4200.0,85.0,,,3.0,,,5.0,,,,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-z-2-sypialniami-ul-obrzezna-ID484cq,"garaż/miejsce parkingowe, winda","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Mokotów, ul. Obrzeżna",,
13500.0,139.0,,apartamentowiec,4.0,,209.0,4.0,,7.0,miejskie,,monitoring / ochrona,https://www.otodom.pl/pl/oferta/luksusowy-apartament-w-inwestycji-grzybowska-4-ID483OS,"garaż/miejsce parkingowe, winda",meble,"Warszawa, Wola",,
4300.0,53.03,,apartamentowiec,2.0,cegła,2018.0,2.0,,8.0,,,monitoring / ochrona,https://www.otodom.pl/pl/oferta/piekny-apartament-doskonala-lokalizacja-ID483Iw,"garaż/miejsce parkingowe, winda",,"Warszawa, Śródmieście",,
5000.0,60.0,,apartamentowiec,3.0,,2016.0,4.0,drewniane,6.0,miejskie,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/luksusowe-blisko-centrum-ID42qkT,"klimatyzacja, balkon, piwnica, garaż/miejsce parkingowe, winda, tylko dla niepalących, pom. użytkowe","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Wola, ul. Kolejowa",,
8500.0,124.0,,apartamentowiec,3.0,cegła,2014.0,4.0,drewniane,5.0,miejskie,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/luksusowy-z-tarasemi-na-mokotowie-ID467jk,"klimatyzacja, garaż/miejsce parkingowe, winda, taras","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Mokotów",,
3200.0,34.0,3200.0,apartamentowiec,2.0,,,5.0,,,,,,https://www.otodom.pl/pl/oferta/2-pok-z-balkonem-srodmiescie-wysoki-standard-ID483yb,"balkon, garaż/miejsce parkingowe, winda, oddzielna kuchnia",,"Warszawa, Wola, Mirów",,
2750.0,64.0,,apartamentowiec,3.0,,2011.0,4.0,,4.0,miejskie,"telewizja kablowa, internet",monitoring / ochrona,https://www.otodom.pl/pl/oferta/mieszkanie-64-m-warszawa-ID482aQ,"balkon, garaż/miejsce parkingowe, winda",,"Warszawa, Wola, Sokołowska",,
5900.0,107.0,,apartamentowiec,3.0,,1990.0,7.0,plastikowe,7.0,,internet,,https://www.otodom.pl/pl/oferta/mieszkanie-107-m-warszawa-ID4824S,"garaż/miejsce parkingowe, winda",,"Warszawa, Centrum",,
11900.0,140.0,12000.0,,4.0,,2005.0,6.0,,7.0,,,,https://www.otodom.pl/pl/oferta/apartament-140-m-przy-parku-morskie-oko-ID480MD,"garaż/miejsce parkingowe, taras, pom. użytkowe",,"Warszawa, Mokotów, Ludowa",,
1600.0,68.0,,blok,3.0,cegła,1965.0,2.0,,3.0,miejskie,,,https://www.otodom.pl/pl/oferta/3-pokoje-na-magiera-ID480Af,"balkon, oddzielna kuchnia",meble,"Warszawa, Bielany, Antoniego Magiera",,
1500.0,37.0,,blok,1.0,cegła,1968.0,4.0,,4.0,miejskie,,,https://www.otodom.pl/pl/oferta/mieszkanie-37-m-skalbmierska-ID480A5,"balkon, oddzielna kuchnia",meble,"Warszawa, Bielany, Skalbmierska",,
3150.0,48.0,,,3.0,,1970.0,6.0,,10.0,,,,https://www.otodom.pl/pl/oferta/3-pokojowe-48m2-przy-metrze-centrum-ID480iZ,"winda, oddzielna kuchnia",meble,"Warszawa, Centrum",,
3600.0,83.0,,blok,4.0,,,9.0,,13.0,,,,https://www.otodom.pl/pl/oferta/grochow-4-pokojowe-83m2-ID480cP,,,"Warszawa, Praga-Południe, Grochów",,
2800.0,61.0,,apartamentowiec,2.0,,,7.0,,14.0,miejskie,,monitoring / ochrona,https://www.otodom.pl/pl/oferta/2-pok-61m2-bukowinska-mokotow-a-ID47YsD,"winda, oddzielna kuchnia",,"Warszawa, Mokotów, Bukowińska",,
1600.0,28.0,2000.0,kamienica,1.0,,1935.0,,plastikowe,3.0,miejskie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/kawalerka-po-remoncie-28m2-pelne-agd-lazienki-kr-ID47XsR,"piwnica, oddzielna kuchnia, pom. użytkowe","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Mokotów, Dolny Mokotów, ul. Podchorążych",,
2900.0,50.0,5800.0,apartamentowiec,2.0,,,8.0,,8.0,,,,https://www.otodom.pl/pl/oferta/bez-prowizji-2-pok-przy-pl-unii-lubelskiej-ID47XqY,winda,"zmywarka, meble, pralka","Warszawa, Śródmieście, Polna, Plac Unii Lubelskiej",,
5500.0,118.0,,apartamentowiec,3.0,,2009.0,3.0,,3.0,,,,https://www.otodom.pl/pl/oferta/luksusowy-apartament-z-widokiem-na-staw-ID47M34,"balkon, garaż/miejsce parkingowe, winda, oddzielna kuchnia",meble,"Warszawa, Włochy, Tomnicka",,
2200.0,20.0,,kamienica,1.0,,1937.0,6.0,,6.0,miejskie,"telewizja kablowa, internet",,https://www.otodom.pl/pl/oferta/kawalerka-na-wynajem-nowy-swiat-ID47GcP,winda,"zmywarka, lodówka, meble, kuchenka, telewizor, pralka","Warszawa, Śródmieście, Smolna",,
5000.0,107.0,4500.0,kamienica,5.0,,1906.0,2.0,,4.0,,,domofon / wideofon,https://www.otodom.pl/pl/oferta/kamienica-5-pokoi-metro-swietokrzyska-ID47W9Q,oddzielna kuchnia,,"Warszawa, Śródmieście",,
2490.0,57.0,2790.0,blok,3.0,wielka płyta,1981.0,4.0,plastikowe,15.0,miejskie,,domofon / wideofon,https://www.otodom.pl/pl/oferta/3-oddzielne-pokoje-z-balkonem-i-widokiem-na-park-ID4dmr3,"balkon, winda, tylko dla niepalących, oddzielna kuchnia","lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Żoliborz, ul. Gwiaździsta",,
1480.0,20.0,1600.0,blok,1.0,żelbet,,2.0,plastikowe,4.0,miejskie,,"drzwi / okna antywłamaniowe, domofon / wideofon",https://www.otodom.pl/pl/oferta/do-wynajecia-od-wrzesnia-pazdziernika-2021-ID3XUqI,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Ochota, al. Aleja Dwudziestolatków",,
1800.0,30.0,1800.0,blok,1.0,cegła,2020.0,5.0,plastikowe,5.0,miejskie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/kawalerka-30m2-balkon-pietro-5-5-winda-bezpos-ID4dlUl,"balkon, winda, oddzielna kuchnia","lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Praga-Południe, ul. Szpacza",,
1500.0,26.0,,kamienica,1.0,cegła,1930.0,3.0,plastikowe,4.0,miejskie,"telewizja kablowa, internet, telefon",,https://www.otodom.pl/pl/oferta/stary-mokotow-m2-ligocka-bez-prowizji-ID47osI,"winda, oddzielna kuchnia",meble,"Warszawa, Mokotów, al. Niepodległości",,
4990.0,74.0,,kamienica,2.0,,1936.0,1.0,plastikowe,4.0,miejskie,,,https://www.otodom.pl/pl/oferta/mieszkanie-74-m-warszawa-ID47UDr,"piwnica, garaż/miejsce parkingowe",,"Warszawa, Śródmieście",,
2000.0,35.0,,blok,1.0,,1970.0,9.0,plastikowe,9.0,miejskie,telewizja kablowa,,https://www.otodom.pl/pl/oferta/mieszkanie-35-m-warszawa-ID3h7sU,winda,meble,"Warszawa, Śródmieście, Smocza",,
3100.0,77.8,3500.0,apartamentowiec,3.0,inne,1990.0,3.0,plastikowe,10.0,miejskie,internet,"teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/mieszkanie-77-80-m-warszawa-ID47TLJ,"balkon, winda",,"Warszawa, Targówek, Bródno",,
3500.0,65.0,,apartamentowiec,3.0,,,,,15.0,miejskie,,monitoring / ochrona,https://www.otodom.pl/pl/oferta/3-pok-65m2-metro-wilanowska-bukowinska-mokotow-ID47S2P,"balkon, garaż/miejsce parkingowe, winda",,"Warszawa, Mokotów, Bukowińska",,
2000.0,43.0,2600.0,blok,2.0,,,2.0,,,,,,https://www.otodom.pl/pl/oferta/bez-prowizji-m2-balkon-jana-kazimierza-wola-ID47tfH,"balkon, garaż/miejsce parkingowe, winda, oddzielna kuchnia","zmywarka, meble, piekarnik, pralka","Warszawa, Wola, Symboliczna",,
4200.0,52.12,6000.0,apartamentowiec,2.0,inne,2017.0,3.0,,4.0,miejskie,,,https://www.otodom.pl/pl/oferta/wynajme-mieszkanie-52-12-m2-warszawa-sluzewiec-ID47R3O,"balkon, winda, oddzielna kuchnia",,"Warszawa, Mokotów, Służewiec, Konstruktorska",,
3650.0,47.0,,apartamentowiec,2.0,,2019.0,6.0,,12.0,,"telewizja kablowa, internet, telefon",monitoring / ochrona,https://www.otodom.pl/pl/oferta/2-pokojowy-apartament-przy-rondzie-daszynskiego-ID47QAg,"balkon, garaż/miejsce parkingowe, winda",meble,"Warszawa, Wola",,
4000.0,54.0,,,2.0,,2017.0,2.0,,8.0,,,,https://www.otodom.pl/pl/oferta/mieszkanie-54-m-warszawa-ID47PWy,,,"Warszawa, Wola",,
1600.0,24.0,,blok,1.0,,1970.0,8.0,plastikowe,10.0,miejskie,,domofon / wideofon,https://www.otodom.pl/pl/oferta/kawalerka-24-m2-ochota-b-dobra-lokalizacja-ID47PGv,"balkon, winda",,"Warszawa, Ochota, Geodetów",,
4990.0,75.0,,,2.0,,,,,,,"telewizja kablowa, internet",,https://www.otodom.pl/pl/oferta/nowy-swiat-obozna-9-doskonala-lokalizacja-ID47t7g,"balkon, garaż/miejsce parkingowe, winda, oddzielna kuchnia","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Śródmieście",,
3000.0,71.0,,,3.0,,2000.0,2.0,,6.0,,,,https://www.otodom.pl/pl/oferta/3-pokoje-71-m2-wawozowa-metro-kabaty-ID47Nk6,,,"Warszawa, Ursynów, Wąwozowa",,
5200.0,130.0,6000.0,apartamentowiec,4.0,,,3.0,,6.0,,,,https://www.otodom.pl/pl/oferta/super-cena-130-m2-przy-metrze-4-pokoje-4000z-ID47MEy,"balkon, garaż/miejsce parkingowe, winda","meble, kuchenka","Warszawa, Wola, Mirów, Łucka",,
10900.0,191.0,10900.0,apartamentowiec,5.0,,2000.0,1.0,plastikowe,2.0,,,monitoring / ochrona,https://www.otodom.pl/pl/oferta/apartament-z-tarasem-na-starym-wilanowie-ID47KFR,"klimatyzacja, balkon, piwnica, garaż/miejsce parkingowe",,"Warszawa, Wilanów, rejon Biedronki",,
3100.0,35.0,,,2.0,,2020.0,4.0,,8.0,,,,https://www.otodom.pl/pl/oferta/2-pokojowy-apartament-na-woli-ID47Kbc,,,"Warszawa, Wola, Przyokopowa",,
2400.0,60.0,2400.0,blok,2.0,wielka płyta,1980.0,10.0,plastikowe,10.0,miejskie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",https://www.otodom.pl/pl/oferta/wynajme-piekne-mieszkanie-przy-metrze-imielin-ID47JsH,"balkon, winda",,"Warszawa, Ursynów, Imielin, Polinezyjska",,
1800.0,64.0,,kamienica,2.0,cegła,1930.0,3.0,,5.0,miejskie,,,https://www.otodom.pl/pl/oferta/atrakcyjne-dwa-pokoje-przy-pulawskiej-rakowieckiej-ID47JhH,"balkon, winda, oddzielna kuchnia",meble,"Warszawa, Mokotów",,
8500.0,54.0,,apartamentowiec,2.0,,2010.0,,,44.0,,,monitoring / ochrona,https://www.otodom.pl/pl/oferta/apartament-cosmopolitan-ID47r9U,"garaż/miejsce parkingowe, winda",meble,"Warszawa, Śródmieście",,
2300.0,41.0,2950.0,blok,2.0,inne,2017.0,2.0,drewniane,5.0,miejskie,,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",https://www.otodom.pl/pl/oferta/dwa-pokoje-przy-metrze-i-lesie-garaz-ID47Hqy,"balkon, garaż/miejsce parkingowe, winda","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Bielany, Tomasza Nocznickiego",,
1590.0,23.0,1500.0,blok,1.0,,,,,3.0,,,,https://www.otodom.pl/pl/oferta/mieszkanie-23-m-warszawa-ID47Hqn,"piwnica, oddzielna kuchnia",pralka,"Warszawa, Mokotów",,
9000.0,93.0,,apartamentowiec,3.0,,2001.0,3.0,,7.0,miejskie,"internet, telefon",monitoring / ochrona,https://www.otodom.pl/pl/oferta/trzypokojowy-apartament-blisko-placu-trzech-krzyzy-ID47GlS,"klimatyzacja, balkon, garaż/miejsce parkingowe, winda, pom. użytkowe","zmywarka, lodówka, meble, kuchenka, pralka","Warszawa, Śródmieście, Książęca",,
3100.0,51.0,,kamienica,3.0,cegła,1950.0,3.0,,3.0,,,,https://www.otodom.pl/pl/oferta/wyjatkowe-3-pok-tuz-przy-pl-konfederacji-ID3K3SA,,,"Warszawa, Bielany, Stare Bielany, Efraima Schroegera",,
3500.0,110.0,,kamienica,3.0,,1935.0,3.0,,3.0,gazowe,"telewizja kablowa, internet, telefon",,https://www.otodom.pl/pl/oferta/klimatyczne-mieszkanie-w-sercu-starego-mokotowa-ID47Drd,"balkon, oddzielna kuchnia","zmywarka, lodówka, meble, kuchenka, pralka","Warszawa, Mokotów, Tyniecka",,
3800.0,50.0,3800.0,,2.0,,1965.0,6.0,plastikowe,11.0,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-przy-placu-teatralnym-ID47CAP,"balkon, piwnica, garaż/miejsce parkingowe","lodówka, meble, piekarnik, telewizor, pralka","Warszawa, Śródmieście, Śródmieście Północne, Daniłowiczowska",,
2950.0,64.0,3500.0,blok,3.0,wielka płyta,1978.0,8.0,plastikowe,9.0,miejskie,"telewizja kablowa, internet, telefon",domofon / wideofon,https://www.otodom.pl/pl/oferta/wysoki-wilanow-3-pokoje-kuchnia-8-pietro-ID4dkjq,"balkon, tylko dla niepalących, oddzielna kuchnia","lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Wilanów",,
2000.0,30.0,2000.0,blok,1.0,cegła,1998.0,,drewniane,4.0,miejskie,internet,teren zamknięty,https://www.otodom.pl/pl/oferta/studio-apartment-for-rent-ID4dpif,tylko dla niepalących,"lodówka, meble, kuchenka, telewizor, pralka","Warszawa, Ursynów, Kabaty",,
1850.0,54.0,2000.0,blok,2.0,pustak,2001.0,1.0,plastikowe,7.0,miejskie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",https://www.otodom.pl/pl/oferta/przestronne-z-oddzielna-kuchnia-blisko-wszystko-ID47s0d,"winda, tylko dla niepalących, oddzielna kuchnia","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Bemowo, ul. Powstańców Śląskich",,
3200.0,49.0,2500.0,blok,3.0,silikat,2018.0,7.0,plastikowe,14.0,miejskie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-na-woli-ID47C3w,"balkon, garaż/miejsce parkingowe, winda","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Wola, Stańczyka",,
4000.0,40.0,,,2.0,,,3.0,,4.0,,,,https://www.otodom.pl/pl/oferta/plac-zamkowy-premium-stare-miasto-ogrody-krasinski-ID47BQa,,,"Warszawa, Śródmieście, Plac Zamkowy",,
3300.0,51.0,,apartamentowiec,2.0,,,1.0,,6.0,miejskie,,monitoring / ochrona,https://www.otodom.pl/pl/oferta/2-pok-51m2-metro-wilanowska-mokotow-ID47BNy,"balkon, garaż/miejsce parkingowe, winda",,"Warszawa, Mokotów, Bukowińska",,
2400.0,70.0,,blok,3.0,wielka płyta,1978.0,8.0,plastikowe,11.0,miejskie,,,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-przy-st-metra-ursynow-ID47y0s,"balkon, winda",meble,"Warszawa, Ursynów, Nutki",,
2500.0,59.0,,blok,2.0,,2001.0,2.0,,3.0,miejskie,,"teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/przestronne-2-pokoje-na-ochocie-park-szczesliwicki-ID47vJt,"balkon, garaż/miejsce parkingowe, winda",meble,"Warszawa, Ochota, Włodarzewska",,
2200.0,26.88,2200.0,,2.0,,,8.0,,8.0,,,"domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/mieszkanie-26-88-m-warszawa-ID47vHQ,"winda, taras",meble,"Warszawa, Wola, Sławińska",,
3800.0,90.0,4000.0,apartamentowiec,4.0,inne,2005.0,5.0,,6.0,miejskie,,,https://www.otodom.pl/pl/oferta/4-pokoje-90m2-przy-metrze-stoklosy-garaz-balkon-ID47wUH,"balkon, garaż/miejsce parkingowe, winda",meble,"Warszawa, Ursynów, Aleja Komisji Edukacji Narodowej",,
3000.0,56.0,3000.0,apartamentowiec,2.0,,,3.0,,17.0,,,,https://www.otodom.pl/pl/oferta/bez-prowizji-m2-garaz-w-cenie-ch-klif-okopowa-ID47wmx,"balkon, garaż/miejsce parkingowe, winda, oddzielna kuchnia","zmywarka, meble, piekarnik, telewizor, pralka","Warszawa, Wola, Okopowa",,
2999.0,79.0,,apartamentowiec,3.0,,,,plastikowe,6.0,miejskie,,"teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/spacer3d-bezpieczne-mieszkanie-z-dwoma-ogrodami-ID470sL,"garaż/miejsce parkingowe, ogródek, winda, taras","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Wola, Koło, Jana Olbrachta",,
6000.0,75.0,,apartamentowiec,3.0,,2019.0,2.0,drewniane,2.0,miejskie,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/wysoki-standard-z-tarasem-35-metrow-ID44KNi,"klimatyzacja, garaż/miejsce parkingowe, winda, taras","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Mokotów, ul. Ludwika Idzikowskiego",,
